disease,symptom,Number of diseases,values
Contact lens related giant papillary conjunctivitis,Contact lens related disorder,3.0,1
Diffuse episcleritis,Diffuse inflammation,11.0,1
Divergence insufficiency,Anomaly of divergence,2.0,1
Mild dietary indigestion,Indigestion (finding),1.0,1
Neurologic unpleasant taste,Bad taste in mouth,1.0,1
Neurologic unpleasant taste,Unpleasant taste in mouth,1.0,1
Female Kallman's syndrome,Loss of sense of smell,2.0,1
Degenerative disorder,Schistosomal pigment deposition,4.0,1
Inflammation of specific body systems,Tuberculous chancre,3.0,1
Hereditary disorder of the visual system,Visual alteration,9.0,1
Neonatal cardiovascular disorder,Neonatal cyanosis,2.0,1
Disorder of finger,Paroxysmal hematoma of the finger,2.0,1
Urticaria perstans,Urticaria persistans,1.0,1
Infectious disease of mucous membrane,Purulent nasal discharge,8.0,1
Infectious disease of mucous membrane,Purulent rhinitis,8.0,1
Melanocytic nevus of ear,Mass of ear structure,8.0,1
Chronic disease of musculoskeletal system,Intermittent torticollis,2.0,1
Musculoskeletal disorder of the neck,Wry neck/torticollis,5.0,1
Musculoskeletal disorder of the neck,Spasmodic torticollis (disorder),4.0,1
Disorder of cervical spine (disorder),Wry neck/torticollis,5.0,1
Disorder of cervical spine (disorder),Intermittent torticollis,2.0,1
Acute disease of cardiovascular system,Paroxysmal hypertension,3.0,1
Chronic digestive system disorder,Intermittent vomiting,2.0,1
Disorder of upper gastrointestinal tract,Nausea and vomiting (disorder),2.0,1
Disorder of upper gastrointestinal tract,Uncontrollable vomiting,3.0,1
Disorder of upper gastrointestinal tract,Intermittent vomiting,2.0,1
Disorder of upper gastrointestinal tract,Vomiting after gastrointestinal tract surgery,1.0,1
Disorder of upper gastrointestinal tract,Postoperative nausea,1.0,1
Disorder of palate,Palatal myoclonus,5.0,1
Disorder of uvula of palate,Edema of uvula,3.0,1
Diarrheal disorder,Diarrhea symptom,39.0,1
Diarrheal disorder,Loose stool,39.0,1
Diarrheal disorder,"Nausea, vomiting and diarrhea",1.0,1
Diarrheal disorder,Diarrhea after gastrointestinal tract surgery,1.0,1
Acute nervous system disorder,Paroxysmal dystonia,4.0,1
Neurologic disorder of eye movements,Ophthalmoplegia (disorder),11.0,1
Neurologic disorder of eye movements,Smooth pursuit movement deficiency,1.0,1
Neurologic disorder of eye movements,Deficiency of smooth pursuit movements,1.0,1
Disorder characterized by edema,Periorbital edema,3.0,1
Disorder characterized by edema,Edema of oral soft tissues,4.0,1
Disorder characterized by edema,Gestational edema without hypertension,1.0,1
Disorder characterized by edema,Edema of newborn,2.0,1
Disorder characterized by edema,Edema of spinal cord,3.0,1
Disorder characterized by edema,Edema of oral vestibule,4.0,1
Disorder of face,Periorbital edema,3.0,1
Disorder of face,Neonatal facial petechiae,3.0,1
Disorder of face,Traumatic neonatal facial cyanosis,3.0,1
Disorder of abdomen,Acute abdomen,1.0,1
Disorder of abdomen,Intra-abdominal collection,3.0,1
Disorder of abdomen,Pain during inflow of dialysate,2.0,1
Disorder of abdomen,Pain during outflow of dialysate,2.0,1
Disorder of abdomen,Disorder of umbilicus,12.0,1
Disorder of abdominal wall,Scaphoid abdomen,1.0,1
Disorder of abdominal wall,Ilioinguinal nerve neuralgia,7.0,1
Disorder of abdominal wall,Genitofemoral nerve neuralgia,6.0,1
Disorder of pelvis,Ilioinguinal nerve neuralgia,7.0,1
Disorder of pelvis,Genitofemoral nerve neuralgia,6.0,1
Disorder of lower extremity,Paraparesis (disorder),2.0,1
Disorder of lower extremity,Cruralgia,4.0,1
Disorder of lower extremity,Ilioinguinal nerve neuralgia,7.0,1
Disorder of extremity,Flaccid tetraplegia,2.0,1
Disorder of thigh,Lateral femoral cutaneous neuralgia,4.0,1
Disorder of thigh,Obturator neuralgia,4.0,1
Disorder of thigh,Genitofemoral nerve neuralgia,6.0,1
Disorder of lower leg (disorder),Saber shin,2.0,1
Chronic nervous system disorder,Chronic progressive paraparesis,1.0,1
Inflammatory disorder,Sporotrichotic chancre,3.0,1
Chronic pain syndrome,Generalized aches and pains (finding),2.0,1
Seizures complicating infection in the newborn,Seizure,169.0,1
Progressive Angina (disorder),Angina,23.0,1
Progressive Angina (disorder),Ischemic chest pain,23.0,1
Progressive Angina (disorder),Pain (finding),136.0,1
Recurrent angina after percutaneous transluminal coronary angioplasty,Angina,23.0,1
Recurrent angina after percutaneous transluminal coronary angioplasty,Ischemic chest pain,23.0,1
Recurrent angina after percutaneous transluminal coronary angioplasty,Pain (finding),136.0,1
Recurrent angina after coronary stent placement,Angina,23.0,1
Recurrent angina after coronary stent placement,Ischemic chest pain,23.0,1
Recurrent angina after coronary stent placement,Pain (finding),136.0,1
Recurrent angina after coronary artery bypass graft,Angina,23.0,1
Recurrent angina after coronary artery bypass graft,Ischemic chest pain,23.0,1
Recurrent angina after coronary artery bypass graft,Pain (finding),136.0,1
Recurrent angina post rotational atherectomy,Angina,23.0,1
Recurrent angina post rotational atherectomy,Ischemic chest pain,23.0,1
Recurrent angina post rotational atherectomy,Pain (finding),136.0,1
Recurrent angina post rotational atherectomy,[X]Other forms of angina pectoris,14.0,1
Recurrent angina after directional coronary atherectomy,Angina,23.0,1
Recurrent angina after directional coronary atherectomy,Ischemic chest pain,23.0,1
Recurrent angina after directional coronary atherectomy,Pain (finding),136.0,1
Recurrent angina after directional coronary atherectomy,[X]Other forms of angina pectoris,14.0,1
Seizures due to metabolic disorder,Seizure,169.0,1
Transient respiratory distress with sepsis,Respiratory distress (finding),3.0,1
Exudative diathesis,Subepidermal edema,1.0,1
Disorder characterized by pain,Angina,23.0,1
Disorder characterized by pain,Ischemic chest pain,23.0,1
Disorder characterized by pain,Glossodynia (disorder),4.0,1
Disorder characterized by pain,Neuropathic pain,16.0,1
Disorder characterized by pain,Pain (finding),136.0,1
Disorder characterized by pain,Injection site pain,1.0,1
Disorder characterized by pain,Cheilodynia (disorder),2.0,1
Disorder characterized by pain,"Pain due to any device, implant AND/OR graft",1.0,1
Disorder characterized by pain,Generalized aches and pains (finding),2.0,1
Disorder characterized by pain,Painful legs and moving toes,4.0,1
Disorder characterized by pain,Pain during inflow of dialysate,2.0,1
Disorder characterized by pain,Pain during outflow of dialysate,2.0,1
Disorder characterized by pain,Pain from breast implant,1.0,1
Disorder characterized by pain,Pain from tissue expander,2.0,1
Disorder characterized by pain,Rubella arthralgia,2.0,1
Disorder characterized by pain,Painful arms and moving fingers,3.0,1
Disorder characterized by pain,Painful hematuria,1.0,1
Disorder characterized by pain,Polymyalgia,3.0,1
Disorder characterized by pain,Painful blind eye,2.0,1
Disorder characterized by pain,Pain at rest due to peripheral vascular disease,2.0,1
Extraovarian endometriosis,Pain (finding),136.0,1
Disorder of neonatal umbilicus,Disorder of umbilicus,12.0,1
Headache following myelography,Headache (finding),59.0,1
Postmyelography headache,Headache (finding),59.0,1
Headache following myelography,Headache following lumbar puncture,1.0,1
Postmyelography headache,Headache following lumbar puncture,1.0,1
Headache following myelography,Reaction to spinal or lumbar puncture (disorder),3.0,1
Postmyelography headache,Reaction to spinal or lumbar puncture (disorder),3.0,1
Headache following myelography,Post dural puncture headache,3.0,1
Postmyelography headache,Post dural puncture headache,3.0,1
Disorder characterized by back pain,Dorsalgia,3.0,1
Disorder characterized by back pain,Pain (finding),136.0,1
Disorder characterized by back pain,(Backache NOS) or (back pain [& low]),2.0,1
Condyloma acuminata of vagina,Mass of female genital structure,7.0,1
Disorder of body cavity,Edema of oral vestibule,4.0,1
Disorder of perianal skin,Pruritus ani,1.0,1
Disorder of skin of head,Scalp itchy,2.0,1
Disorder of skin of head,Neonatal facial petechiae,3.0,1
Disorder of skin of head,Traumatic neonatal facial cyanosis,3.0,1
Disorder of skin of trunk,Pruritus of penis,3.0,1
Disorder of skin of trunk,Burning scrotum,4.0,1
Disorder of skin of trunk,Scrotal pruritus,3.0,1
Disorder of skin of upper limb,Paroxysmal hematoma of the finger,2.0,1
Brachioradial pruritus,Pruritus of skin,26.0,1
Brachioradial pruritus,Itching of skin,26.0,1
Brachioradial pruritus,Itch of skin,26.0,1
Angry back syndrome,Low back pain,4.0,1
"Urticarial vasculitis with monoclonal IgM component, Schnitzler",Urticarial vasculitis (disorder),7.0,1
Diffuse inflammatory erythema,Erythema of skin,89.0,1
Diffuse inflammatory erythema,Erythematous condition,89.0,1
Abnormality of nail shape,Koilonychia,5.0,1
Necrotizing cutaneous vasculitis,Urticarial vasculitis (disorder),7.0,1
Serum sickness type vasculitis,Immune complex urticaria,7.0,1
Acute edema - cutaneous distension syndrome,Acute edema,11.0,1
Acute edema blisters,Acute edema,11.0,1
Lymphedema of lip,Edema of oral soft tissues,4.0,1
Penile venereal edema,Edema of penis,3.0,1
Generalized pruritus of unknown etiology,Pruritus of skin,26.0,1
Generalized pruritus of unknown etiology,Itching of skin,26.0,1
Generalized pruritus of unknown etiology,Itch of skin,26.0,1
Urine induced contact dermatitis,Erythema of skin,89.0,1
Urine induced contact dermatitis,Erythematous condition,89.0,1
Diarrhea due to staphylococcus,Diarrhea symptom,39.0,1
Diarrhea due to staphylococcus,Loose stool,39.0,1
Nocturnal sleep-related eating disorder,Sleep automatism,4.0,1
Eczema craquelé due to acute edema,Acute edema,11.0,1
Simple partial seizure with focal motor signs with march,Seizure,169.0,1
Postpartum fever,Pattern of fever - finding,1.0,1
Constipation due to neurogenic bowel,Constipation (disorder),12.0,1
Paroxysmal hemicrania,Headache (finding),59.0,1
Stress-induced epilepsy,Seizure,169.0,1
"Equilibration disorder, vestibular nerve",Problem with balance,1.0,1
"Equilibration disorder, vestibular nerve",Impairment of balance,1.0,1
"Complex regional pain syndrome, type II, lower limb",Pain (finding),136.0,1
"Complex regional pain syndrome, type II, upper limb",Pain (finding),136.0,1
Breast engorgement in newborn,Engorgement of breasts,2.0,1
Claudication,Pain in lower limb (finding),2.0,1
Corneal iron deposits,Stahli's line,2.0,1
Gait apraxia,[X]Other and unspecified symbolic dysfunctions,6.0,1
Gait apraxia,[D]Other symbolic dysfunction,6.0,1
Nerve root disorder,Painful legs and moving toes,4.0,1
Nerve root disorder,Segmental peripheral neuralgia,3.0,1
Nerve root disorder,Painful arms and moving fingers,3.0,1
Algodystrophy (disorder),Pain (finding),136.0,1
Perinatal jaundice NOS,Newborn physiological jaundice (disorder),8.0,1
Primary acquired melanosis of conjunctiva without atypia,Mass of eye structure,7.0,1
Primary acquired melanosis of conjunctiva without atypia,Swelling of structure of eye,7.0,1
Disorder of skeletal muscle,Blepharospasm (disorder),7.0,1
Disorder of skeletal muscle,Increased muscle tone,1.0,1
Disorder of skeletal muscle,Muscular hypertonicity,1.0,1
Disorder of skeletal muscle,Polymyalgia,3.0,1
(Plasma protein metabolism disorder: & [hyperproteinaemia] or [hypoproteinaemia]) or (Waldenstrom's macroglobulinaemia),Hypoproteinemia (disorder),3.0,1
(Plasma protein metabolism disorder: & [hyperproteinemia] or [hypoproteinemia]) or (Waldenstrom's macroglobulinemia),Hypoproteinemia (disorder),3.0,1
Dysmenorrhoea (& [non psychogenic] or [congestive] or [spasmodic]),Spasmodic dysmenorrhea,3.0,1
Dysmenorrhea (& [non psychogenic] or [congestive] or [spasmodic]),Spasmodic dysmenorrhea,3.0,1
([D]Hypersomnia with sleep apnea) or (sleep apnea syndrome),Hypersomnia with sleep apnea,2.0,1
([D]Hypersomnia with sleep apnoea) or (sleep apnoea syndrome),Hypersomnia with sleep apnea,2.0,1
(Neuralgia/neuritis - NOS) or (nerve root pain NEC),Neuropathic pain,16.0,1
(Disturbance of consciousness) or (faint/syncope/vasovagal symptom),Syncope symptom,12.0,1
(Disturbance of consciousness) or (faint/syncope/vasovagal symptom),Syncope and collapse,12.0,1
(Disturbance of consciousness) or (faint/syncope/vasovagal symptom),Disturbance of consciousness,1.0,1
(Disturbance of consciousness) or (faint/syncope/vasovagal symptom),Vasovagal symptom,1.0,1
(Acute mucopurulent conjunctivitis) or (sticky eye),Discharge of eye,3.0,1
(Chronic pharyngitis/nasopharyngitis) or (catarrh) or (congested nose),Nasal congestion,2.0,1
(Chronic pharyngitis/nasopharyngitis) or (catarrh) or (congested nose),Catarrhal nasal discharge,2.0,1
(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis),Smokers' cough,3.0,1
(Tendinitis: [ankle/tarsus] or [achilles] or [ankle]) or (calcaneal spur) or (metatarsalgia),Metatarsalgia (finding),2.0,1
Temporomandibular joint: [ankylosis] or [stiff],Temporomandibular joint stiff,1.0,1
Morning sickness (& [mild hyperemesis gravidarum]),Morning sickness,2.0,1
(Tongue disease NOS) or (coated tongue) or (geographic tongue) or (glossodynia),Glossodynia (disorder),4.0,1
(Tongue disease NOS) or (coated tongue) or (geographic tongue) or (glossodynia),Glossopyrosis (disorder),3.0,1
(Coccygeal disorder NOS) or (coccydynia),Pain in the coccyx,2.0,1
Central pain syndrome,Pain (finding),136.0,1
Central pain syndrome,Pseudothalamic pain,1.0,1
(Urticaria NOS) or (hives) or (pachydermia),Weal,6.0,1
Genital varices in pregnancy (& [vaginal] or [vulval]),Vulval varices in pregnancy,3.0,1
(Intolerance NEC: [fat] or [food] or [milk]) or (malabsorption NOS: [syndrome] or [other gastrointestinal tract]),Food intolerance,3.0,1
(Retinal vascular occlusion) or (amaurosis fugax) or (retinal thrombosis),Amaurosis fugax,4.0,1
(Warts: [genital] or [penile] or [venereal]) or (condylomata acuminatum),Penile warts,4.0,1
Sleep disorders (& [insomnia] or [nightmares] or [sleepwalking (& somnambulism)]),Insomnia (disorder),7.0,1
Dysmenorrhea (& spasmodic),Spasmodic dysmenorrhea,3.0,1
Dysmenorrhoea (& spasmodic),Spasmodic dysmenorrhea,3.0,1
Myoclonus: [other] or [paramyoclonus multiplex],Myoclonic disorder,29.0,1
Physiological jaundice (& [NOS]),Newborn physiological jaundice (disorder),8.0,1
(Transient ischaemic attacks) or (vertebro-basilar insufficiency) or (drop attacks),Drop attack,3.0,1
(Transient ischemic attacks) or (vertebro-basilar insufficiency) or (drop attacks),Drop attack,3.0,1
Idiopathic hypersomnia without long sleep time,Hypersomnia (disorder),7.0,1
High altitude periodic breathing,Respiration intermittent,1.0,1
Organic sleep disorder,Disturbance in sleep behavior,4.0,1
(Skin and subcutaneous tissue disease NOS) or (sore skin),Sore skin (finding),2.0,1
Mouth: [mucocele] or [discomfort] or [soft tissue diseases NOS],Discomfort in mouth,2.0,1
Trigeminal autonomic cephalalgia,Headache (finding),59.0,1
(Virilism) or (adrenogenital virilization) or (pseudohermaphrodite female with adrenocortical disorder),Virilization (finding),5.0,1
(Virilism) or (adrenogenital virilisation) or (pseudohermaphrodite female with adrenocortical disorder),Virilization (finding),5.0,1
(Sialectasia) or (stenosis of salivary duct) or (other salivary gland diseases),Sialectasia,2.0,1
(Extrapyramidal disease NOS) or (blepharospasm) or (choreo-athetosis) or (writer's cramp - organic) or (myoclonic jerks) or (spasmodic torticollis),Blepharospasm (disorder),7.0,1
(Extrapyramidal disease NOS) or (blepharospasm) or (choreo-athetosis) or (writer's cramp - organic) or (myoclonic jerks) or (spasmodic torticollis),Myoclonic disorder,29.0,1
(Extrapyramidal disease NOS) or (blepharospasm) or (choreo-athetosis) or (writer's cramp - organic) or (myoclonic jerks) or (spasmodic torticollis),Spasmodic torticollis (disorder),4.0,1
(Lid lag) or (xanthelasma) or (eyelid disorders NOS),Lid lag,1.0,1
(Spinocerebellar disease) or (cerebellar ataxia) or (cerebellar disease),Cerebellar ataxia,11.0,1
Nasal: [obstruction] or [congestion (& sinus)] or [infection] or [sore nostril] or [cavity and sinus disease NOS],Congestion of nasal sinus,4.0,1
(Erythematous conditions NOS) or (granulome annulare),Erythema of skin,89.0,1
(Other erythematous conditions NOS) or (granuloma annulare),Erythema of skin,89.0,1
(Erythematous conditions NOS) or (granulome annulare),Erythematous condition,89.0,1
(Other erythematous conditions NOS) or (granuloma annulare),Erythematous condition,89.0,1
(Acute conjunctivitis) or (Newcastle's disease) or (viral pharyngoconjunctivitis) or (pink eye) or (sticky eye),Red eye,2.0,1
(Acute conjunctivitis) or (Newcastle's disease) or (viral pharyngoconjunctivitis) or (pink eye) or (sticky eye),Discharge of eye,3.0,1
(Skin disorders NOS) or (foreign body granuloma) or (pimple) or (wheal),Weal,6.0,1
(Chronic intestinal vascular insufficiency) or (abdominal angina) or (chronic ischaemic colitis &/or enteritis),Abdominal angina,3.0,1
(Chronic intestinal vascular insufficiency) or (abdominal angina) or (chronic ischemic colitis &/or enteritis),Abdominal angina,3.0,1
(Chronic intestinal vascular insufficiency) or (abdominal angina) or (chronic ischaemic colitis &/or enteritis),Intestinal angina,3.0,1
(Chronic intestinal vascular insufficiency) or (abdominal angina) or (chronic ischemic colitis &/or enteritis),Intestinal angina,3.0,1
(Other specified urticaria) or (nettle rash),Weal,6.0,1
(Drop attack) or (transient cerebral ischaemia) or (vertebro-basilar insufficiency),Drop attack,3.0,1
(Drop attack) or (transient cerebral ischemia) or (vertebro-basilar insufficiency),Drop attack,3.0,1
"(Neuralgia, neuritis or radiculitis NOS) or (policeman's disease)",Neuropathic pain,16.0,1
Cheiro-oral syndrome,Skin sensation disturbance,6.0,1
Temporal crescent syndrome,Other specified visual disturbance NOS,3.0,1
Temporal crescent syndrome,Other specified visual disturbance,3.0,1
Propensity to adverse reactions to food,Food intolerance,3.0,1
Corneal argyriasis,Corneal pigmentations and deposits,4.0,1
T-cell pseudolymphomatous lesion,Persistent light reaction,3.0,1
Respiratory tract congestion and cough,C/O - cough,2.0,1
Cerebellar ataxia associated with another disorder,Cerebellar ataxia,11.0,1
Drug-induced corneal epithlelial deposit,Corneal pigmentations and deposits,4.0,1
Dysphotopsia,Visual alteration,9.0,1
Disorder of teeth AND/OR supporting structures,Toothache (finding),2.0,1
Disorder of teeth AND/OR supporting structures,Painful tooth socket,1.0,1
Disorder of skin pigmentation,Drug pigmentation,7.0,1
Disorder of skin pigmentation,Achromia of skin (disorder),4.0,1
Disorder of skin pigmentation,Malarial pigment deposition,5.0,1
Episodic ataxia type 1 (disorder),Coordination problem,12.0,1
Hypersensitivity disorder,Injection site hypersensitivity,1.0,1
Subjective visual disturbance of image size,Subjective visual disturbance,7.0,1
Subjective visual disturbance of image size,Visual distortions of shape AND/OR size,3.0,1
Subjective visual disturbance of image size,Micropsia (disorder),3.0,1
Micropsia due to organic disease,Visual distortions of shape AND/OR size,3.0,1
Micropsia due to organic disease,Micropsia (disorder),3.0,1
Neuralgia associated with AIDS,Neuropathic pain,16.0,1
Neuralgia associated with AIDS,Pain (finding),136.0,1
Episodic ataxia,Cerebellar ataxia,11.0,1
Episodic ataxia,Coordination problem,12.0,1
Episodic ataxia type 2,Coordination problem,12.0,1
Melanin pigmentation of eye,Melanin pigmentation of cornea,2.0,1
Migraine with typical aura,Headache (finding),59.0,1
Refractory migraine with aura,Headache (finding),59.0,1
"Migraine without aura, not refractory",Headache (finding),59.0,1
Reflex blepharospasm,Blepharospasm (disorder),7.0,1
Refractory occipital lobe epilepsy,Seizure,169.0,1
"Epilepsy, not refractory",Seizure,169.0,1
Refractory infantile spasms,Seizure,169.0,1
Refractory infantile spasms,Spasm (finding),10.0,1
Refractory migraine without aura,Headache (finding),59.0,1
Refractory migraine,Headache (finding),59.0,1
Refractory frontal lobe epilepsy,Seizure,169.0,1
Refractory localization-related epilepsy,Seizure,169.0,1
"Migraine variants, not intractable",Headache (finding),59.0,1
Refractory parietal lobe epilepsy,Seizure,169.0,1
Refractory migraine variants,Headache (finding),59.0,1
Refractory epilepsia partialis continua,Seizure,169.0,1
Myoclonic dystonia (disorder),Myoclonic disorder,29.0,1
Numb chin syndrome,Skin sensation disturbance,6.0,1
Irritable bowel syndrome characterized by constipation,Constipation (disorder),12.0,1
Tendinitis of flexor hallucis longus,Cramp in foot,2.0,1
Hypersomnia disorder related to menstruation,Hypersomnia (disorder),7.0,1
Chronic hypercapnic respiratory failure,Hypercapnia (disorder),5.0,1
Maxillary cyst,Mass of musculoskeletal structure,10.0,1
Headache due to high altitude,Headache (finding),59.0,1
Brainerd diarrhea,Diarrhea symptom,39.0,1
Brainerd diarrhea,Loose stool,39.0,1
Urethral wart,Mass of urinary system structure,3.0,1
Non-epileptic myoclonus,Myoclonic disorder,29.0,1
Intractable ophthalmic migraine,Headache (finding),59.0,1
Vertigo as late effect of stroke,Subjective vertigo,12.0,1
Transformed migraine,Headache (finding),59.0,1
Stapedial myoclonus,Myoclonic disorder,29.0,1
Loss of appetite,Anorexia symptom (finding),2.0,1
Loss of appetite,Appetite loss - anorexia,1.0,1
Vomiting in pregnancy (& [excess] or [hyperemesis gravidarum] or [morning sickness]),Hyperemesis gravidarum,6.0,1
Vomiting in pregnancy (& [excess] or [hyperemesis gravidarum] or [morning sickness]),Morning sickness,2.0,1
Diarrhea due to drug,Diarrhea symptom,39.0,1
Diarrhea due to drug,Loose stool,39.0,1
Pudendal neuralgia,Pain (finding),136.0,1
Arthropathy of knee joint (disorder),Pain due to knee joint prosthesis,1.0,1
Chronic hypercapnia,Hypercapnia (disorder),5.0,1
Complex cyst of uterine adnexa,Mass of uterine adnexa,3.0,1
Myoclonus of tensor tympani muscle,Myoclonic disorder,29.0,1
(Soft tissue disorders NOS) or (polyalgia),Polyalgia,3.0,1
Other specified dental disorder &/or toothache,Toothache (finding),2.0,1
Vascular insufficiency of intestine (disorder),Abdominal angina,3.0,1
Vascular insufficiency of intestine (disorder),Intestinal angina,3.0,1
Vaginospasm (finding),Spasm (finding),10.0,1
"Jacksonian, focal or motor epilepsy",Seizure,169.0,1
Cyst of finger,Lump on finger,4.0,1
(Acute nasopharyngitis) or (common cold) or (acute coryza) or (acute rhinitis) or (sniffles) or (snuffles),Snuffles,3.0,1
(Acute nasopharyngitis) or (common cold) or (acute coryza) or (acute rhinitis) or (sniffles) or (snuffles),Nasal discharge,3.0,1
(Acute nasopharyngitis) or (common cold) or (acute coryza) or (acute rhinitis) or (sniffles) or (snuffles),Nasal discharge present,3.0,1
Hysterical micropsia,Visual distortions of shape AND/OR size,3.0,1
Hysterical micropsia,Micropsia (disorder),3.0,1
Neonatal hypotonia,Decreased muscle tone,1.0,1
Neonatal hypotonia,Poor muscle tone,1.0,1
Neonatal hypotonia,Benign congenital hypotonia (disorder),3.0,1
Constipation due to spasm of colon,Constipation (disorder),12.0,1
Acute renal failure with oliguria,Oliguria (finding),2.0,1
Disorder of glenohumeral joint,Pain due to shoulder joint prosthesis,1.0,1
Chronic headache disorder,Headache (finding),59.0,1
Atonic constipation,Constipation (disorder),12.0,1
Organic amnesia of language,Loss of memory,1.0,1
Organic amnesia of language,Memory loss symptom,1.0,1
Hemicrania continua,Headache (finding),59.0,1
Benign Rolandic epilepsy,Seizure,169.0,1
Other specific myoneural disorder (& [amyotonia congenita] or [Oppenheim's amyotonia] or [congenital benign hypotonia] or [floppy infant syndrome]),Benign congenital hypotonia (disorder),3.0,1
Myxedematous form of cretinism,Hard edema,5.0,1
Inflammation of skin due to parasite (disorder),Trypanosomal chancre,4.0,1
Tension hydrothorax,Fluid disturbance,1.0,1
Epilepsy characterized by intractable complex partial seizures,Seizure,169.0,1
Refractory generalized nonconvulsive epilepsy,Seizure,169.0,1
Myoclonus associated with fever,Myoclonic disorder,29.0,1
Disorder of cornea associated with contact lens,Contact lens related disorder,3.0,1
Remitting seronegative symmetrical synovitis with pitting edema,Pitting edema,1.0,1
Bleeding Meckel's diverticulum,Umbilical hemorrhage,1.0,1
Bleeding Meckel's diverticulum,Umbilical bleeding,1.0,1
Accumulation of bile in abdominal cavity,Intra-abdominal collection,3.0,1
Cholesterin granuloma of middle ear and mastoid,Mass of ear structure,8.0,1
Cholesterin granuloma of middle ear and mastoid,Mass of musculoskeletal structure,10.0,1
Uremia due to inadequate renal perfusion,[D]Extrarenal uraemia,1.0,1
Uremia due to inadequate renal perfusion,[D]Extrarenal uremia,1.0,1
Cyst of nasal sinus (disorder),Mass of respiratory structure,11.0,1
Hypertensive lower esophageal sphincter (disorder),Hypertensive spasm of cardiac sphincter,1.0,1
Epidermoid cyst of skin of thigh,Lump on thigh,1.0,1
Epidermoid cyst of skin of ear,Mass of ear structure,8.0,1
Verruca vulgaris of skin of lower extremity,Mass of lower limb,2.0,1
Foreign body granuloma of penis,Perineal lump (finding),6.0,1
Foreign body granuloma of penis,Mass of male genital structure,3.0,1
Epidermoid cyst of skin of back,Mass of trunk,4.0,1
Epidermoid cyst of skin of groin,Groin mass,2.0,1
Epidermoid cyst of skin of cheek,Mass of digestive structure,22.0,1
Verruca vulgaris of skin of pinna,Mass of ear structure,8.0,1
Verruca vulgaris of skin of cheek,Mass of digestive structure,22.0,1
Cyst of pinna,Mass of ear structure,8.0,1
Cholesterin granuloma of mastoid,Mass of musculoskeletal structure,10.0,1
Prurigo mitis,Pruritus of skin,26.0,1
Prurigo mitis,Itching of skin,26.0,1
Prurigo mitis,Itch of skin,26.0,1
Hebra's prurigo,Pruritus of skin,26.0,1
Hebra's prurigo,Itching of skin,26.0,1
Hebra's prurigo,Itch of skin,26.0,1
Chronic progressive epilepsia partialis continua of childhood,Seizure,169.0,1
Mass associated with atrioventricular valve leaflet in atrioventricular septal defect,Mass of cardiovascular structure,4.0,1
Congenital mass of mitral leaflet,Mass of cardiovascular structure,4.0,1
Hydroa estivale,Erythema of skin,89.0,1
Hydroa estivale,Erythematous condition,89.0,1
Infection - suppurative,Purulent nasal discharge,8.0,1
Infection - suppurative,Purulent rhinitis,8.0,1
Primary acquired melanosis (disorder),Mass of eye structure,7.0,1
Primary acquired melanosis (disorder),Swelling of structure of eye,7.0,1
Hematoma of perianal region,Perianal lump,2.0,1
Functional abdominal pain syndrome,Abdominal pain,4.0,1
Functional abdominal pain syndrome,Pain (finding),136.0,1
