disease,symptom,Number of diseases,values
Retinal vascular occlusion or amaurosis fugax or retinal thrombosis,Amaurosis fugax,40,1
Warts: genital or penile or venereal or condylomata acuminatum,Penile warts,40,1
Sleep disorders & insomnia or nightmares or sleepwalking & somnambulism,Insomnia disorder,70,1
Dysmenorrhea & spasmodic,Spasmodic dysmenorrhea,30,1
Dysmenorrhoea & spasmodic,Spasmodic dysmenorrhea,30,1
Myoclonus: other or paramyoclonus multiplex,Myoclonic disorder,290,1
Physiological jaundice & NOS,Newborn physiological jaundice disorder,80,1
Transient ischaemic attacks or vertebro-basilar insufficiency or drop attacks,Drop attack,30,1
Transient ischemic attacks or vertebro-basilar insufficiency or drop attacks,Drop attack,30,1
Idiopathic hypersomnia without long sleep time,Hypersomnia disorder,70,1
High altitude periodic breathing,Respiration intermittent,10,1
Organic sleep disorder,Disturbance in sleep behavior,40,1
Skin and subcutaneous tissue disease NOS or sore skin,Sore skin finding,20,1
Mouth: mucocele or discomfort or soft tissue diseases NOS,Discomfort in mouth,20,1
Trigeminal autonomic cephalalgia,Headache finding,590,1
Virilism or adrenogenital virilization or pseudohermaphrodite female with adrenocortical disorder,Virilization finding,50,1
Virilism or adrenogenital virilisation or pseudohermaphrodite female with adrenocortical disorder,Virilization finding,50,1
Sialectasia or stenosis of salivary duct or other salivary gland diseases,Sialectasia,20,1
Extrapyramidal disease NOS or blepharospasm or choreo-athetosis or writers cramp - organic or myoclonic jerks or spasmodic torticollis,Blepharospasm disorder,70,1
Extrapyramidal disease NOS or blepharospasm or choreo-athetosis or writers cramp - organic or myoclonic jerks or spasmodic torticollis,Myoclonic disorder,290,1
Extrapyramidal disease NOS or blepharospasm or choreo-athetosis or writers cramp - organic or myoclonic jerks or spasmodic torticollis,Spasmodic torticollis disorder,40,1
Lid lag or xanthelasma or eyelid disorders NOS,Lid lag,10,1
Spinocerebellar disease or cerebellar ataxia or cerebellar disease,Cerebellar ataxia,110,1
Nasal: obstruction or congestion & sinus or infection or sore nostril or cavity and sinus disease NOS,Congestion of nasal sinus,40,1
Erythematous conditions NOS or granulome annulare,Erythema of skin,890,1
Other erythematous conditions NOS or granuloma annulare,Erythema of skin,890,1
Erythematous conditions NOS or granulome annulare,Erythematous condition,890,1
Other erythematous conditions NOS or granuloma annulare,Erythematous condition,890,1
Acute conjunctivitis or Newcastles disease or viral pharyngoconjunctivitis or pink eye or sticky eye,Red eye,20,1
Acute conjunctivitis or Newcastles disease or viral pharyngoconjunctivitis or pink eye or sticky eye,Discharge of eye,30,1
Skin disorders NOS or foreign body granuloma or pimple or wheal,Weal,60,1
Chronic intestinal vascular insufficiency or abdominal angina or chronic ischaemic colitis &or enteritis,Abdominal angina,30,1
Chronic intestinal vascular insufficiency or abdominal angina or chronic ischemic colitis &or enteritis,Abdominal angina,30,1
Chronic intestinal vascular insufficiency or abdominal angina or chronic ischaemic colitis &or enteritis,Intestinal angina,30,1
Chronic intestinal vascular insufficiency or abdominal angina or chronic ischemic colitis &or enteritis,Intestinal angina,30,1
Other specified urticaria or nettle rash,Weal,60,1
Drop attack or transient cerebral ischaemia or vertebro-basilar insufficiency,Drop attack,30,1
Drop attack or transient cerebral ischemia or vertebro-basilar insufficiency,Drop attack,30,1
"Neuralgia, neuritis or radiculitis NOS or policemans disease",Neuropathic pain,160,1
Cheiro-oral syndrome,Skin sensation disturbance,60,1
Temporal crescent syndrome,Other specified visual disturbance NOS,30,1
Temporal crescent syndrome,Other specified visual disturbance,30,1
Propensity to adverse reactions to food,Food intolerance,30,1
Corneal argyriasis,Corneal pigmentations and deposits,40,1
T-cell pseudolymphomatous lesion,Persistent light reaction,30,1
Respiratory tract congestion and cough,CO - cough,20,1
Cerebellar ataxia associated with another disorder,Cerebellar ataxia,110,1
Drug-induced corneal epithlelial deposit,Corneal pigmentations and deposits,40,1
Dysphotopsia,Visual alteration,90,1
Disorder of teeth ANDOR supporting structures,Toothache finding,20,1
Disorder of teeth ANDOR supporting structures,Painful tooth socket,10,1
Disorder of skin pigmentation,Drug pigmentation,70,1
Disorder of skin pigmentation,Achromia of skin disorder,40,1
Disorder of skin pigmentation,Malarial pigment deposition,50,1
Episodic ataxia type 1 disorder,Coordination problem,120,1
Hypersensitivity disorder,Injection site hypersensitivity,10,1
Subjective visual disturbance of image size,Subjective visual disturbance,70,1
Subjective visual disturbance of image size,Visual distortions of shape ANDOR size,30,1
Subjective visual disturbance of image size,Micropsia disorder,30,1
Micropsia due to organic disease,Visual distortions of shape ANDOR size,30,1
Micropsia due to organic disease,Micropsia disorder,30,1
Neuralgia associated with AIDS,Neuropathic pain,160,1
Neuralgia associated with AIDS,Pain finding,1360,1
Episodic ataxia,Cerebellar ataxia,110,1
Episodic ataxia,Coordination problem,120,1
Episodic ataxia type 2,Coordination problem,120,1
Melanin pigmentation of eye,Melanin pigmentation of cornea,20,1
Migraine with typical aura,Headache finding,590,1
Refractory migraine with aura,Headache finding,590,1
"Migraine without aura, not refractory",Headache finding,590,1
Reflex blepharospasm,Blepharospasm disorder,70,1
Refractory occipital lobe epilepsy,Seizure,1690,1
"Epilepsy, not refractory",Seizure,1690,1
Refractory infantile spasms,Seizure,1690,1
Refractory infantile spasms,Spasm finding,100,1
Refractory migraine without aura,Headache finding,590,1
Refractory migraine,Headache finding,590,1
Refractory frontal lobe epilepsy,Seizure,1690,1
Refractory localization-related epilepsy,Seizure,1690,1
"Migraine variants, not intractable",Headache finding,590,1
Refractory parietal lobe epilepsy,Seizure,1690,1
Refractory migraine variants,Headache finding,590,1
Refractory epilepsia partialis continua,Seizure,1690,1
Myoclonic dystonia disorder,Myoclonic disorder,290,1
Numb chin syndrome,Skin sensation disturbance,60,1
Irritable bowel syndrome characterized by constipation,Constipation disorder,120,1
Tendinitis of flexor hallucis longus,Cramp in foot,20,1
Hypersomnia disorder related to menstruation,Hypersomnia disorder,70,1
Chronic hypercapnic respiratory failure,Hypercapnia disorder,50,1
Maxillary cyst,Mass of musculoskeletal structure,100,1
Headache due to high altitude,Headache finding,590,1
Brainerd diarrhea,Diarrhea symptom,390,1
Brainerd diarrhea,Loose stool,390,1
Urethral wart,Mass of urinary system structure,30,1
Non-epileptic myoclonus,Myoclonic disorder,290,1
Intractable ophthalmic migraine,Headache finding,590,1
Vertigo as late effect of stroke,Subjective vertigo,120,1
Transformed migraine,Headache finding,590,1
Stapedial myoclonus,Myoclonic disorder,290,1
Loss of appetite,Anorexia symptom finding,20,1
Loss of appetite,Appetite loss - anorexia,10,1
Vomiting in pregnancy & excess or hyperemesis gravidarum or morning sickness,Hyperemesis gravidarum,60,1
Vomiting in pregnancy & excess or hyperemesis gravidarum or morning sickness,Morning sickness,20,1
Diarrhea due to drug,Diarrhea symptom,390,1
Diarrhea due to drug,Loose stool,390,1
Pudendal neuralgia,Pain finding,1360,1
Arthropathy of knee joint disorder,Pain due to knee joint prosthesis,10,1
Chronic hypercapnia,Hypercapnia disorder,50,1
Complex cyst of uterine adnexa,Mass of uterine adnexa,30,1
Myoclonus of tensor tympani muscle,Myoclonic disorder,290,1
Soft tissue disorders NOS or polyalgia,Polyalgia,30,1
Other specified dental disorder &or toothache,Toothache finding,20,1
Vascular insufficiency of intestine disorder,Abdominal angina,30,1
Vascular insufficiency of intestine disorder,Intestinal angina,30,1
Vaginospasm finding,Spasm finding,100,1
"Jacksonian, focal or motor epilepsy",Seizure,1690,1
Cyst of finger,Lump on finger,40,1
Acute nasopharyngitis or common cold or acute coryza or acute rhinitis or sniffles or snuffles,Snuffles,30,1
Acute nasopharyngitis or common cold or acute coryza or acute rhinitis or sniffles or snuffles,Nasal discharge,30,1
Acute nasopharyngitis or common cold or acute coryza or acute rhinitis or sniffles or snuffles,Nasal discharge present,30,1
Hysterical micropsia,Visual distortions of shape ANDOR size,30,1
Hysterical micropsia,Micropsia disorder,30,1
Neonatal hypotonia,Decreased muscle tone,10,1
Neonatal hypotonia,Poor muscle tone,10,1
Neonatal hypotonia,Benign congenital hypotonia disorder,30,1
Constipation due to spasm of colon,Constipation disorder,120,1
Acute renal failure with oliguria,Oliguria finding,20,1
Disorder of glenohumeral joint,Pain due to shoulder joint prosthesis,10,1
Chronic headache disorder,Headache finding,590,1
Atonic constipation,Constipation disorder,120,1
Organic amnesia of language,Loss of memory,10,1
Organic amnesia of language,Memory loss symptom,10,1
Hemicrania continua,Headache finding,590,1
Benign Rolandic epilepsy,Seizure,1690,1
Other specific myoneural disorder & amyotonia congenita or Oppenheims amyotonia or congenital benign hypotonia or floppy infant syndrome,Benign congenital hypotonia disorder,30,1
Myxedematous form of cretinism,Hard edema,50,1
Inflammation of skin due to parasite disorder,Trypanosomal chancre,40,1
Tension hydrothorax,Fluid disturbance,10,1
Epilepsy characterized by intractable complex partial seizures,Seizure,1690,1
Refractory generalized nonconvulsive epilepsy,Seizure,1690,1
Myoclonus associated with fever,Myoclonic disorder,290,1
Disorder of cornea associated with contact lens,Contact lens related disorder,30,1
Remitting seronegative symmetrical synovitis with pitting edema,Pitting edema,10,1
Bleeding Meckels diverticulum,Umbilical hemorrhage,10,1
Bleeding Meckels diverticulum,Umbilical bleeding,10,1
Accumulation of bile in abdominal cavity,Intra-abdominal collection,30,1
Cholesterin granuloma of middle ear and mastoid,Mass of ear structure,80,1
Cholesterin granuloma of middle ear and mastoid,Mass of musculoskeletal structure,100,1
Uremia due to inadequate renal perfusion,DExtrarenal uraemia,10,1
Uremia due to inadequate renal perfusion,DExtrarenal uremia,10,1
Cyst of nasal sinus disorder,Mass of respiratory structure,110,1
Hypertensive lower esophageal sphincter disorder,Hypertensive spasm of cardiac sphincter,10,1
Epidermoid cyst of skin of thigh,Lump on thigh,10,1
Epidermoid cyst of skin of ear,Mass of ear structure,80,1
Verruca vulgaris of skin of lower extremity,Mass of lower limb,20,1
Foreign body granuloma of penis,Perineal lump finding,60,1
Foreign body granuloma of penis,Mass of male genital structure,30,1
Epidermoid cyst of skin of back,Mass of trunk,40,1
Epidermoid cyst of skin of groin,Groin mass,20,1
Epidermoid cyst of skin of cheek,Mass of digestive structure,220,1
Verruca vulgaris of skin of pinna,Mass of ear structure,80,1
Verruca vulgaris of skin of cheek,Mass of digestive structure,220,1
Cyst of pinna,Mass of ear structure,80,1
Cholesterin granuloma of mastoid,Mass of musculoskeletal structure,100,1
Prurigo mitis,Pruritus of skin,260,1
Prurigo mitis,Itching of skin,260,1
Prurigo mitis,Itch of skin,260,1
Hebras prurigo,Pruritus of skin,260,1
Hebras prurigo,Itching of skin,260,1
Hebras prurigo,Itch of skin,260,1
Chronic progressive epilepsia partialis continua of childhood,Seizure,1690,1
Mass associated with atrioventricular valve leaflet in atrioventricular septal defect,Mass of cardiovascular structure,40,1
Congenital mass of mitral leaflet,Mass of cardiovascular structure,40,1
Hydroa estivale,Erythema of skin,890,1
Hydroa estivale,Erythematous condition,890,1
Infection - suppurative,Purulent nasal discharge,80,1
Infection - suppurative,Purulent rhinitis,80,1
Primary acquired melanosis disorder,Mass of eye structure,70,1
Primary acquired melanosis disorder,Swelling of structure of eye,70,1
Hematoma of perianal region,Perianal lump,20,1
Functional abdominal pain syndrome,Abdominal pain,40,1
Functional abdominal pain syndrome,Pain finding,1360,1
